Trans_Date,Src,Tgt,Amount
2021-09-10,ShijoMuromachi,GojoMuromachi,112
2021-09-10,GojoMuromachi,ShijoMuromachi,107
2021-09-10,ShijoMuromachi,ShijoKarasuma,103
2021-09-10,ShijoKarasuma,ShijoMuromachi,114
2021-09-10,ShijoKarasuma,GojoKarasuma,101
2021-09-10,GojoKarasuma,ShijoKarasuma,104
2021-09-10,ShijoKarasuma,ShijoKurumaya,106
2021-09-10,ShijoKurumaya,ShijoKarasuma,107
2021-09-10,ShijoKurumaya,GojoKurumaya,101
2021-09-10,GojoKurumaya,ShijoKurumaya,121
2021-09-10,GojoHorikawa,GojoShinmachi,104
2021-09-10,GojoShinmachi,GojoHorikawa,98
2021-09-10,GojoShinmachi,GojoMuromachi,111
2021-09-10,GojoMuromachi,GojoShinmachi,95
2021-09-10,GojoMuromachi,GojoKarasuma,98
2021-09-10,GojoKarasuma,GojoMuromachi,110
2021-09-10,GojoKarasuma,GojoKurumaya,112
2021-09-10,GojoKurumaya,GojoKarasuma,118
2021-09-11,IchijoHorikawa,NijoHorikawa,73
2021-09-11,NijoHorikawa,IchijoHorikawa,72
2021-09-11,IchijoHorikawa,IchijoShinmachi,83
2021-09-11,IchijoShinmachi,IchijoHorikawa,79
2021-09-11,IchijoShinmachi,NijoShinmachi,99
2021-09-11,NijoShinmachi,IchijoShinmachi,96
2021-09-11,IchijoShinmachi,IchijoMuromachi,105
2021-09-11,IchijoMuromachi,IchijoShinmachi,89
2021-09-11,IchijoMuromachi,NijoMuromachi,101
2021-09-11,NijoMuromachi,IchijoMuromachi,89
2021-09-11,IchijoMuromachi,IchijoKarasuma,99
2021-09-11,IchijoKarasuma,IchijoMuromachi,108
2021-09-11,IchijoKarasuma,NijoKarasuma,89
2021-09-11,NijoKarasuma,IchijoKarasuma,98
2021-09-11,IchijoKarasuma,IchijoKurumaya,99
2021-09-11,IchijoKurumaya,IchijoKarasuma,87
2021-09-11,IchijoKurumaya,NijoKurumaya,96
2021-09-11,NijoKurumaya,IchijoKurumaya,107
2021-09-11,NijoHorikawa,SanjoHorikawa,82
2021-09-11,SanjoHorikawa,NijoHorikawa,94
2021-09-11,NijoHorikawa,NijoShinmachi,87
2021-09-11,NijoShinmachi,NijoHorikawa,102
2021-09-11,NijoShinmachi,SanjoShinmachi,98
2021-09-11,SanjoShinmachi,NijoShinmachi,88
2021-09-11,NijoShinmachi,NijoMuromachi,88
2021-09-11,NijoMuromachi,NijoShinmachi,102
2021-09-11,NijoMuromachi,SanjoMuromachi,112
2021-09-11,SanjoMuromachi,NijoMuromachi,111
2021-09-11,NijoMuromachi,NijoKarasuma,85
2021-09-11,NijoKarasuma,NijoMuromachi,89
2021-09-11,NijoKarasuma,SanjoKarasuma,104
2021-09-11,SanjoKarasuma,NijoKarasuma,111
2021-09-11,NijoKarasuma,NijoKurumaya,105
2021-09-11,NijoKurumaya,NijoKarasuma,91
2021-09-11,NijoKurumaya,SanjoKurumaya,87
2021-09-11,SanjoKurumaya,NijoKurumaya,105
2021-09-11,SanjoHorikawa,ShijoHorikawa,110
2021-09-11,ShijoHorikawa,SanjoHorikawa,97
2021-09-11,SanjoHorikawa,SanjoShinmachi,90
2021-09-11,SanjoShinmachi,SanjoHorikawa,97
2021-09-11,SanjoShinmachi,ShijoShinmachi,94
2021-09-11,ShijoShinmachi,SanjoShinmachi,87
2021-09-11,SanjoShinmachi,SanjoMuromachi,111
2021-09-11,SanjoMuromachi,SanjoShinmachi,99
2021-09-11,SanjoMuromachi,ShijoMuromachi,104
2021-09-11,ShijoMuromachi,SanjoMuromachi,95
2021-09-11,SanjoMuromachi,SanjoKarasuma,117
2021-09-11,SanjoKarasuma,SanjoMuromachi,109
2021-09-11,SanjoKarasuma,ShijoKarasuma,119
2021-09-11,ShijoKarasuma,SanjoKarasuma,104
2021-09-11,SanjoKarasuma,SanjoKurumaya,118
2021-09-11,SanjoKurumaya,SanjoKarasuma,112
2021-09-11,SanjoKurumaya,ShijoKurumaya,115
2021-09-11,ShijoKurumaya,SanjoKurumaya,108
2021-09-11,ShijoHorikawa,GojoHorikawa,87
2021-09-11,GojoHorikawa,ShijoHorikawa,89
2021-09-11,ShijoHorikawa,ShijoShinmachi,100
2021-09-11,ShijoShinmachi,ShijoHorikawa,103
2021-09-11,ShijoShinmachi,GojoShinmachi,106
2021-09-11,GojoShinmachi,ShijoShinmachi,117
2021-09-11,ShijoShinmachi,ShijoMuromachi,99
2021-09-11,ShijoMuromachi,ShijoShinmachi,91
2021-09-11,ShijoMuromachi,GojoMuromachi,110
2021-09-11,GojoMuromachi,ShijoMuromachi,98
2021-09-11,ShijoMuromachi,ShijoKarasuma,119
2021-09-11,ShijoKarasuma,ShijoMuromachi,111
2021-09-11,ShijoKarasuma,GojoKarasuma,110
2021-09-11,GojoKarasuma,ShijoKarasuma,122
2021-09-11,ShijoKarasuma,ShijoKurumaya,126
2021-09-11,ShijoKurumaya,ShijoKarasuma,104
2021-09-11,ShijoKurumaya,GojoKurumaya,103
2021-09-11,GojoKurumaya,ShijoKurumaya,102
2021-09-11,GojoHorikawa,GojoShinmachi,99
2021-09-11,GojoShinmachi,GojoHorikawa,81
2021-09-11,GojoShinmachi,GojoMuromachi,114
2021-09-11,GojoMuromachi,GojoShinmachi,87
2021-09-11,GojoMuromachi,GojoKarasuma,96
2021-09-11,GojoKarasuma,GojoMuromachi,103
2021-09-11,GojoKarasuma,GojoKurumaya,121
2021-09-11,GojoKurumaya,GojoKarasuma,117
2021-09-12,IchijoHorikawa,NijoHorikawa,83
2021-09-12,NijoHorikawa,IchijoHorikawa,99
2021-09-12,IchijoHorikawa,IchijoShinmachi,72
2021-09-12,IchijoShinmachi,IchijoHorikawa,89
2021-09-12,IchijoShinmachi,NijoShinmachi,92
2021-09-12,NijoShinmachi,IchijoShinmachi,97
2021-09-12,IchijoShinmachi,IchijoMuromachi,78
2021-09-12,IchijoMuromachi,IchijoShinmachi,93
2021-09-12,IchijoMuromachi,NijoMuromachi,94
2021-09-12,NijoMuromachi,IchijoMuromachi,94
2021-09-12,IchijoMuromachi,IchijoKarasuma,84
2021-09-12,IchijoKarasuma,IchijoMuromachi,90
2021-09-12,IchijoKarasuma,NijoKarasuma,115
2021-09-12,NijoKarasuma,IchijoKarasuma,114
2021-09-12,IchijoKarasuma,IchijoKurumaya,112
2021-09-12,IchijoKurumaya,IchijoKarasuma,93
2021-09-12,IchijoKurumaya,NijoKurumaya,100
2021-09-12,NijoKurumaya,IchijoKurumaya,97
2021-09-12,NijoHorikawa,SanjoHorikawa,98
2021-09-12,SanjoHorikawa,NijoHorikawa,95
2021-09-12,NijoHorikawa,NijoShinmachi,93
2021-09-12,NijoShinmachi,NijoHorikawa,93
2021-09-12,NijoShinmachi,SanjoShinmachi,103
2021-09-12,SanjoShinmachi,NijoShinmachi,102
2021-09-12,NijoShinmachi,NijoMuromachi,98
2021-09-12,NijoMuromachi,NijoShinmachi,84
2021-09-12,NijoMuromachi,SanjoMuromachi,89
2021-09-12,SanjoMuromachi,NijoMuromachi,103
2021-09-12,NijoMuromachi,NijoKarasuma,93
2021-09-12,NijoKarasuma,NijoMuromachi,89
2021-09-12,NijoKarasuma,SanjoKarasuma,96
2021-09-12,SanjoKarasuma,NijoKarasuma,112
2021-09-12,NijoKarasuma,NijoKurumaya,108
2021-09-12,NijoKurumaya,NijoKarasuma,117
2021-09-12,NijoKurumaya,SanjoKurumaya,85
2021-09-12,SanjoKurumaya,NijoKurumaya,103
2021-09-12,SanjoHorikawa,ShijoHorikawa,99
2021-09-12,ShijoHorikawa,SanjoHorikawa,95
2021-09-12,SanjoHorikawa,SanjoShinmachi,82
2021-09-12,SanjoShinmachi,SanjoHorikawa,103
2021-09-12,SanjoShinmachi,ShijoShinmachi,107
2021-09-12,ShijoShinmachi,SanjoShinmachi,109
2021-09-12,SanjoShinmachi,SanjoMuromachi,115
2021-09-12,SanjoMuromachi,SanjoShinmachi,91
2021-09-12,SanjoMuromachi,ShijoMuromachi,96
2021-09-12,ShijoMuromachi,SanjoMuromachi,116
2021-09-12,SanjoMuromachi,SanjoKarasuma,116
2021-09-12,SanjoKarasuma,SanjoMuromachi,104
2021-09-12,SanjoKarasuma,ShijoKarasuma,107
2021-09-12,ShijoKarasuma,SanjoKarasuma,100
2021-09-12,SanjoKarasuma,SanjoKurumaya,105
2021-09-12,SanjoKurumaya,SanjoKarasuma,112
2021-09-12,SanjoKurumaya,ShijoKurumaya,108
2021-09-12,ShijoKurumaya,SanjoKurumaya,97
2021-09-12,ShijoHorikawa,GojoHorikawa,114
2021-09-12,GojoHorikawa,ShijoHorikawa,99
2021-09-12,ShijoHorikawa,ShijoShinmachi,90
2021-09-12,ShijoShinmachi,ShijoHorikawa,86
2021-09-12,ShijoShinmachi,GojoShinmachi,101
2021-09-12,GojoShinmachi,ShijoShinmachi,117
2021-09-12,ShijoShinmachi,ShijoMuromachi,105
2021-09-12,ShijoMuromachi,ShijoShinmachi,114
2021-09-12,ShijoMuromachi,GojoMuromachi,120
2021-09-12,GojoMuromachi,ShijoMuromachi,124
2021-09-12,ShijoMuromachi,ShijoKarasuma,97
2021-09-12,ShijoKarasuma,ShijoMuromachi,120
2021-09-12,ShijoKarasuma,GojoKarasuma,120
2021-09-12,GojoKarasuma,ShijoKarasuma,104
2021-09-12,ShijoKarasuma,ShijoKurumaya,123
2021-09-12,ShijoKurumaya,ShijoKarasuma,102
2021-09-12,ShijoKurumaya,GojoKurumaya,122
2021-09-12,GojoKurumaya,ShijoKurumaya,98
2021-09-12,GojoHorikawa,GojoShinmachi,104
2021-09-12,GojoShinmachi,GojoHorikawa,104
2021-09-12,GojoShinmachi,GojoMuromachi,91
2021-09-12,GojoMuromachi,GojoShinmachi,104
2021-09-12,GojoMuromachi,GojoKarasuma,104
2021-09-12,GojoKarasuma,GojoMuromachi,90
2021-09-12,GojoKarasuma,GojoKurumaya,111
2021-09-12,GojoKurumaya,GojoKarasuma,96
2021-09-13,IchijoHorikawa,NijoHorikawa,91
2021-09-13,NijoHorikawa,IchijoHorikawa,99
2021-09-13,IchijoHorikawa,IchijoShinmachi,84
2021-09-13,IchijoShinmachi,IchijoHorikawa,72
2021-09-13,IchijoShinmachi,NijoShinmachi,76
2021-09-13,NijoShinmachi,IchijoShinmachi,96
2021-09-13,IchijoShinmachi,IchijoMuromachi,95
2021-09-13,IchijoMuromachi,IchijoShinmachi,97
2021-09-13,IchijoMuromachi,NijoMuromachi,105
2021-09-13,NijoMuromachi,IchijoMuromachi,96
2021-09-13,IchijoMuromachi,IchijoKarasuma,104
2021-09-13,IchijoKarasuma,IchijoMuromachi,83
2021-09-13,IchijoKarasuma,NijoKarasuma,106
2021-09-13,NijoKarasuma,IchijoKarasuma,94
2021-09-13,IchijoKarasuma,IchijoKurumaya,107
2021-09-13,IchijoKurumaya,IchijoKarasuma,88
2021-09-13,IchijoKurumaya,NijoKurumaya,89
2021-09-13,NijoKurumaya,IchijoKurumaya,107
2021-09-13,NijoHorikawa,SanjoHorikawa,101
2021-09-13,SanjoHorikawa,NijoHorikawa,80
2021-09-13,NijoHorikawa,NijoShinmachi,77
2021-09-13,NijoShinmachi,NijoHorikawa,77
2021-09-13,NijoShinmachi,SanjoShinmachi,88
2021-09-13,SanjoShinmachi,NijoShinmachi,83
2021-09-13,NijoShinmachi,NijoMuromachi,81
2021-09-13,NijoMuromachi,NijoShinmachi,91
2021-09-13,NijoMuromachi,SanjoMuromachi,100
2021-09-13,SanjoMuromachi,NijoMuromachi,96
2021-09-13,NijoMuromachi,NijoKarasuma,102
2021-09-13,NijoKarasuma,NijoMuromachi,101
2021-09-13,NijoKarasuma,SanjoKarasuma,105
2021-09-13,SanjoKarasuma,NijoKarasuma,101
2021-09-13,NijoKarasuma,NijoKurumaya,91
2021-09-13,NijoKurumaya,NijoKarasuma,107
2021-09-13,NijoKurumaya,SanjoKurumaya,103
2021-09-13,SanjoKurumaya,NijoKurumaya,99
2021-09-13,SanjoHorikawa,ShijoHorikawa,83
2021-09-13,ShijoHorikawa,SanjoHorikawa,95
2021-09-13,SanjoHorikawa,SanjoShinmachi,106
2021-09-13,SanjoShinmachi,SanjoHorikawa,102
2021-09-13,SanjoShinmachi,ShijoShinmachi,99
2021-09-13,ShijoShinmachi,SanjoShinmachi,91
2021-09-13,SanjoShinmachi,SanjoMuromachi,85
2021-09-13,SanjoMuromachi,SanjoShinmachi,115
2021-09-13,SanjoMuromachi,ShijoMuromachi,90
2021-09-13,ShijoMuromachi,SanjoMuromachi,110
2021-09-13,SanjoMuromachi,SanjoKarasuma,92
2021-09-13,SanjoKarasuma,SanjoMuromachi,94
2021-09-13,SanjoKarasuma,ShijoKarasuma,123
2021-09-13,ShijoKarasuma,SanjoKarasuma,123
2021-09-13,SanjoKarasuma,SanjoKurumaya,115
2021-09-13,SanjoKurumaya,SanjoKarasuma,99
2021-09-13,SanjoKurumaya,ShijoKurumaya,97
2021-09-13,ShijoKurumaya,SanjoKurumaya,116
2021-09-13,ShijoHorikawa,GojoHorikawa,113
2021-09-13,GojoHorikawa,ShijoHorikawa,92
2021-09-13,ShijoHorikawa,ShijoShinmachi,99
2021-09-13,ShijoShinmachi,ShijoHorikawa,99
2021-09-13,ShijoShinmachi,GojoShinmachi,104
2021-09-13,GojoShinmachi,ShijoShinmachi,92
2021-09-13,ShijoShinmachi,ShijoMuromachi,106
2021-09-13,ShijoMuromachi,ShijoShinmachi,107
2021-09-13,ShijoMuromachi,GojoMuromachi,109
2021-09-13,GojoMuromachi,ShijoMuromachi,121
2021-09-13,ShijoMuromachi,ShijoKarasuma,122
2021-09-13,ShijoKarasuma,ShijoMuromachi,120
2021-09-13,ShijoKarasuma,GojoKarasuma,112
2021-09-13,GojoKarasuma,ShijoKarasuma,113
2021-09-13,ShijoKarasuma,ShijoKurumaya,121
2021-09-13,ShijoKurumaya,ShijoKarasuma,103
2021-09-13,ShijoKurumaya,GojoKurumaya,107
2021-09-13,GojoKurumaya,ShijoKurumaya,125
2021-09-13,GojoHorikawa,GojoShinmachi,98
2021-09-13,GojoShinmachi,GojoHorikawa,103
2021-09-13,GojoShinmachi,GojoMuromachi,104
2021-09-13,GojoMuromachi,GojoShinmachi,114
2021-09-13,GojoMuromachi,GojoKarasuma,118
2021-09-13,GojoKarasuma,GojoMuromachi,114
2021-09-13,GojoKarasuma,GojoKurumaya,106
2021-09-13,GojoKurumaya,GojoKarasuma,110
2021-09-14,IchijoHorikawa,NijoHorikawa,97
2021-09-14,NijoHorikawa,IchijoHorikawa,74
2021-09-14,IchijoHorikawa,IchijoShinmachi,75
2021-09-14,IchijoShinmachi,IchijoHorikawa,71
2021-09-14,IchijoShinmachi,NijoShinmachi,99
2021-09-14,NijoShinmachi,IchijoShinmachi,86
2021-09-14,IchijoShinmachi,IchijoMuromachi,86
2021-09-14,IchijoMuromachi,IchijoShinmachi,79
2021-09-14,IchijoMuromachi,NijoMuromachi,102
2021-09-14,NijoMuromachi,IchijoMuromachi,110
2021-09-14,IchijoMuromachi,IchijoKarasuma,102
2021-09-14,IchijoKarasuma,IchijoMuromachi,98
2021-09-14,IchijoKarasuma,NijoKarasuma,115
2021-09-14,NijoKarasuma,IchijoKarasuma,115
2021-09-14,IchijoKarasuma,IchijoKurumaya,113
2021-09-14,IchijoKurumaya,IchijoKarasuma,104
2021-09-14,IchijoKurumaya,NijoKurumaya,88
2021-09-14,NijoKurumaya,IchijoKurumaya,84
2021-09-14,NijoHorikawa,SanjoHorikawa,96
2021-09-14,SanjoHorikawa,NijoHorikawa,96
2021-09-14,NijoHorikawa,NijoShinmachi,95
2021-09-14,NijoShinmachi,NijoHorikawa,78
2021-09-14,NijoShinmachi,SanjoShinmachi,105
2021-09-14,SanjoShinmachi,NijoShinmachi,82
2021-09-14,NijoShinmachi,NijoMuromachi,105
2021-09-14,NijoMuromachi,NijoShinmachi,92
2021-09-14,NijoMuromachi,SanjoMuromachi,108
2021-09-14,SanjoMuromachi,NijoMuromachi,85
2021-09-14,NijoMuromachi,NijoKarasuma,107
2021-09-14,NijoKarasuma,NijoMuromachi,89
2021-09-14,NijoKarasuma,SanjoKarasuma,108
2021-09-14,SanjoKarasuma,NijoKarasuma,106
2021-09-14,NijoKarasuma,NijoKurumaya,114
2021-09-14,NijoKurumaya,NijoKarasuma,100
2021-09-14,NijoKurumaya,SanjoKurumaya,97
2021-09-14,SanjoKurumaya,NijoKurumaya,93
2021-09-14,SanjoHorikawa,ShijoHorikawa,83
2021-09-14,ShijoHorikawa,SanjoHorikawa,98
2021-09-14,SanjoHorikawa,SanjoShinmachi,104
2021-09-14,SanjoShinmachi,SanjoHorikawa,85
2021-09-14,SanjoShinmachi,ShijoShinmachi,95
2021-09-14,ShijoShinmachi,SanjoShinmachi,91
2021-09-14,SanjoShinmachi,SanjoMuromachi,87
2021-09-14,SanjoMuromachi,SanjoShinmachi,113
2021-09-14,SanjoMuromachi,ShijoMuromachi,100
2021-09-14,ShijoMuromachi,SanjoMuromachi,110
2021-09-14,SanjoMuromachi,SanjoKarasuma,100
2021-09-14,SanjoKarasuma,SanjoMuromachi,94
2021-09-14,SanjoKarasuma,ShijoKarasuma,101
2021-09-14,ShijoKarasuma,SanjoKarasuma,109
2021-09-14,SanjoKarasuma,SanjoKurumaya,119
2021-09-14,SanjoKurumaya,SanjoKarasuma,116
2021-09-14,SanjoKurumaya,ShijoKurumaya,92
2021-09-14,ShijoKurumaya,SanjoKurumaya,116
2021-09-14,ShijoHorikawa,GojoHorikawa,112
2021-09-14,GojoHorikawa,ShijoHorikawa,98
2021-09-14,ShijoHorikawa,ShijoShinmachi,110
2021-09-14,ShijoShinmachi,ShijoHorikawa,89
2021-09-14,ShijoShinmachi,GojoShinmachi,98
2021-09-14,GojoShinmachi,ShijoShinmachi,115
2021-09-14,ShijoShinmachi,ShijoMuromachi,106
2021-09-14,ShijoMuromachi,ShijoShinmachi,94
2021-09-14,ShijoMuromachi,GojoMuromachi,103
2021-09-14,GojoMuromachi,ShijoMuromachi,105
2021-09-14,ShijoMuromachi,ShijoKarasuma,99
2021-09-14,ShijoKarasuma,ShijoMuromachi,117
2021-09-14,ShijoKarasuma,GojoKarasuma,129
2021-09-14,GojoKarasuma,ShijoKarasuma,115
2021-09-14,ShijoKarasuma,ShijoKurumaya,116
2021-09-14,ShijoKurumaya,ShijoKarasuma,112
2021-09-14,ShijoKurumaya,GojoKurumaya,98
2021-09-14,GojoKurumaya,ShijoKurumaya,106
2021-09-14,GojoHorikawa,GojoShinmachi,91
2021-09-14,GojoShinmachi,GojoHorikawa,107
2021-09-14,GojoShinmachi,GojoMuromachi,108
2021-09-14,GojoMuromachi,GojoShinmachi,107
2021-09-14,GojoMuromachi,GojoKarasuma,107
2021-09-14,GojoKarasuma,GojoMuromachi,108
2021-09-14,GojoKarasuma,GojoKurumaya,116
2021-09-14,GojoKurumaya,GojoKarasuma,101
2021-09-15,IchijoHorikawa,NijoHorikawa,80
2021-09-15,NijoHorikawa,IchijoHorikawa,94
2021-09-15,IchijoHorikawa,IchijoShinmachi,85
2021-09-15,IchijoShinmachi,IchijoHorikawa,72
2021-09-15,IchijoShinmachi,NijoShinmachi,82
2021-09-15,NijoShinmachi,IchijoShinmachi,93
2021-09-15,IchijoShinmachi,IchijoMuromachi,100
2021-09-15,IchijoMuromachi,IchijoShinmachi,76
2021-09-15,IchijoMuromachi,NijoMuromachi,83
2021-09-15,NijoMuromachi,IchijoMuromachi,105
2021-09-15,IchijoMuromachi,IchijoKarasuma,87
2021-09-15,IchijoKarasuma,IchijoMuromachi,104
2021-09-15,IchijoKarasuma,NijoKarasuma,98
2021-09-15,NijoKarasuma,IchijoKarasuma,100
2021-09-15,IchijoKarasuma,IchijoKurumaya,107
2021-09-15,IchijoKurumaya,IchijoKarasuma,85
2021-09-15,IchijoKurumaya,NijoKurumaya,110
2021-09-15,NijoKurumaya,IchijoKurumaya,83
2021-09-15,NijoHorikawa,SanjoHorikawa,91
2021-09-15,SanjoHorikawa,NijoHorikawa,91
2021-09-15,NijoHorikawa,NijoShinmachi,75
2021-09-15,NijoShinmachi,NijoHorikawa,96
2021-09-15,NijoShinmachi,SanjoShinmachi,104
2021-09-15,SanjoShinmachi,NijoShinmachi,102
2021-09-15,NijoShinmachi,NijoMuromachi,109
2021-09-15,NijoMuromachi,NijoShinmachi,85
2021-09-15,NijoMuromachi,SanjoMuromachi,111
2021-09-15,SanjoMuromachi,NijoMuromachi,110
2021-09-15,NijoMuromachi,NijoKarasuma,93
2021-09-15,NijoKarasuma,NijoMuromachi,97
2021-09-15,NijoKarasuma,SanjoKarasuma,90
2021-09-15,SanjoKarasuma,NijoKarasuma,116
2021-09-15,NijoKarasuma,NijoKurumaya,112
2021-09-15,NijoKurumaya,NijoKarasuma,94
2021-09-15,NijoKurumaya,SanjoKurumaya,89
2021-09-15,SanjoKurumaya,NijoKurumaya,85
2021-09-15,SanjoHorikawa,ShijoHorikawa,90
2021-09-15,ShijoHorikawa,SanjoHorikawa,103
2021-09-15,SanjoHorikawa,SanjoShinmachi,107
2021-09-15,SanjoShinmachi,SanjoHorikawa,80
2021-09-15,SanjoShinmachi,ShijoShinmachi,101
2021-09-15,ShijoShinmachi,SanjoShinmachi,114
2021-09-15,SanjoShinmachi,SanjoMuromachi,107
2021-09-15,SanjoMuromachi,SanjoShinmachi,110
2021-09-15,SanjoMuromachi,ShijoMuromachi,116
2021-09-15,ShijoMuromachi,SanjoMuromachi,94
2021-09-15,SanjoMuromachi,SanjoKarasuma,104
2021-09-15,SanjoKarasuma,SanjoMuromachi,102
2021-09-15,SanjoKarasuma,ShijoKarasuma,118
2021-09-15,ShijoKarasuma,SanjoKarasuma,99
2021-09-15,SanjoKarasuma,SanjoKurumaya,108
2021-09-15,SanjoKurumaya,SanjoKarasuma,121
2021-09-15,SanjoKurumaya,ShijoKurumaya,103
2021-09-15,ShijoKurumaya,SanjoKurumaya,96
2021-09-15,ShijoHorikawa,GojoHorikawa,103
2021-09-15,GojoHorikawa,ShijoHorikawa,92
2021-09-15,ShijoHorikawa,ShijoShinmachi,101
2021-09-15,ShijoShinmachi,ShijoHorikawa,91
2021-09-15,ShijoShinmachi,GojoShinmachi,91
2021-09-15,GojoShinmachi,ShijoShinmachi,118
2021-09-15,ShijoShinmachi,ShijoMuromachi,92
2021-09-15,ShijoMuromachi,ShijoShinmachi,94
2021-09-15,ShijoMuromachi,GojoMuromachi,109
2021-09-15,GojoMuromachi,ShijoMuromachi,122
2021-09-15,ShijoMuromachi,ShijoKarasuma,109
2021-09-15,ShijoKarasuma,ShijoMuromachi,124
2021-09-15,ShijoKarasuma,GojoKarasuma,110
2021-09-15,GojoKarasuma,ShijoKarasuma,108
2021-09-15,ShijoKarasuma,ShijoKurumaya,130
2021-09-15,ShijoKurumaya,ShijoKarasuma,100
2021-09-15,ShijoKurumaya,GojoKurumaya,102
2021-09-15,GojoKurumaya,ShijoKurumaya,120
2021-09-15,GojoHorikawa,GojoShinmachi,94
2021-09-15,GojoShinmachi,GojoHorikawa,94
2021-09-15,GojoShinmachi,GojoMuromachi,108
2021-09-15,GojoMuromachi,GojoShinmachi,90
2021-09-15,GojoMuromachi,GojoKarasuma,92
2021-09-15,GojoKarasuma,GojoMuromachi,114
2021-09-15,GojoKarasuma,GojoKurumaya,117
2021-09-15,GojoKurumaya,GojoKarasuma,111
2021-09-16,IchijoHorikawa,NijoHorikawa,97
2021-09-16,NijoHorikawa,IchijoHorikawa,100
2021-09-16,IchijoHorikawa,IchijoShinmachi,77
2021-09-16,IchijoShinmachi,IchijoHorikawa,94
2021-09-16,IchijoShinmachi,NijoShinmachi,86
2021-09-16,NijoShinmachi,IchijoShinmachi,80
2021-09-16,IchijoShinmachi,IchijoMuromachi,103
2021-09-16,IchijoMuromachi,IchijoShinmachi,79
2021-09-16,IchijoMuromachi,NijoMuromachi,107
2021-09-16,NijoMuromachi,IchijoMuromachi,90
2021-09-16,IchijoMuromachi,IchijoKarasuma,98
2021-09-16,IchijoKarasuma,IchijoMuromachi,91
2021-09-16,IchijoKarasuma,NijoKarasuma,108
2021-09-16,NijoKarasuma,IchijoKarasuma,112
2021-09-16,IchijoKarasuma,IchijoKurumaya,115
2021-09-16,IchijoKurumaya,IchijoKarasuma,105
2021-09-16,IchijoKurumaya,NijoKurumaya,104
2021-09-16,NijoKurumaya,IchijoKurumaya,102
2021-09-16,NijoHorikawa,SanjoHorikawa,105
2021-09-16,SanjoHorikawa,NijoHorikawa,87
2021-09-16,NijoHorikawa,NijoShinmachi,102
2021-09-16,NijoShinmachi,NijoHorikawa,95
2021-09-16,NijoShinmachi,SanjoShinmachi,96
2021-09-16,SanjoShinmachi,NijoShinmachi,104
2021-09-16,NijoShinmachi,NijoMuromachi,95
2021-09-16,NijoMuromachi,NijoShinmachi,91
2021-09-16,NijoMuromachi,SanjoMuromachi,110
2021-09-16,SanjoMuromachi,NijoMuromachi,89
2021-09-16,NijoMuromachi,NijoKarasuma,102
2021-09-16,NijoKarasuma,NijoMuromachi,114
2021-09-16,NijoKarasuma,SanjoKarasuma,105
2021-09-16,SanjoKarasuma,NijoKarasuma,119
2021-09-16,NijoKarasuma,NijoKurumaya,100
2021-09-16,NijoKurumaya,NijoKarasuma,108
2021-09-16,NijoKurumaya,SanjoKurumaya,91
2021-09-16,SanjoKurumaya,NijoKurumaya,86
2021-09-16,SanjoHorikawa,ShijoHorikawa,86
2021-09-16,ShijoHorikawa,SanjoHorikawa,91
2021-09-16,SanjoHorikawa,SanjoShinmachi,93
2021-09-16,SanjoShinmachi,SanjoHorikawa,83
2021-09-16,SanjoShinmachi,ShijoShinmachi,89
2021-09-16,ShijoShinmachi,SanjoShinmachi,96
2021-09-16,SanjoShinmachi,SanjoMuromachi,113
2021-09-16,SanjoMuromachi,SanjoShinmachi,94
2021-09-16,SanjoMuromachi,ShijoMuromachi,106
2021-09-16,ShijoMuromachi,SanjoMuromachi,101
2021-09-16,SanjoMuromachi,SanjoKarasuma,99
2021-09-16,SanjoKarasuma,SanjoMuromachi,93
2021-09-16,SanjoKarasuma,ShijoKarasuma,107
2021-09-16,ShijoKarasuma,SanjoKarasuma,113
2021-09-16,SanjoKarasuma,SanjoKurumaya,108
2021-09-16,SanjoKurumaya,SanjoKarasuma,104
2021-09-16,SanjoKurumaya,ShijoKurumaya,118
2021-09-16,ShijoKurumaya,SanjoKurumaya,96
2021-09-16,ShijoHorikawa,GojoHorikawa,105
2021-09-16,GojoHorikawa,ShijoHorikawa,87
2021-09-16,ShijoHorikawa,ShijoShinmachi,107
2021-09-16,ShijoShinmachi,ShijoHorikawa,90
2021-09-16,ShijoShinmachi,GojoShinmachi,118
2021-09-16,GojoShinmachi,ShijoShinmachi,105
2021-09-16,ShijoShinmachi,ShijoMuromachi,105
2021-09-16,ShijoMuromachi,ShijoShinmachi,114
2021-09-16,ShijoMuromachi,GojoMuromachi,96
2021-09-16,GojoMuromachi,ShijoMuromachi,110
2021-09-16,ShijoMuromachi,ShijoKarasuma,114
2021-09-16,ShijoKarasuma,ShijoMuromachi,102
2021-09-16,ShijoKarasuma,GojoKarasuma,107
2021-09-16,GojoKarasuma,ShijoKarasuma,130
2021-09-16,ShijoKarasuma,ShijoKurumaya,130
2021-09-16,ShijoKurumaya,ShijoKarasuma,100
2021-09-16,ShijoKurumaya,GojoKurumaya,100
2021-09-16,GojoKurumaya,ShijoKurumaya,103
2021-09-16,GojoHorikawa,GojoShinmachi,106
2021-09-16,GojoShinmachi,GojoHorikawa,109
2021-09-16,GojoShinmachi,GojoMuromachi,103
2021-09-16,GojoMuromachi,GojoShinmachi,107
2021-09-16,GojoMuromachi,GojoKarasuma,104
