"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2025/10/21","チャンプカメラ","-5848","d払い","趣味・娯楽","その他趣味・娯楽","","0","SReXrUuHPmVeiyxiCdBbSnQe-wiKa8X8bvyMlmtVBQ0"
"1","2025/10/21","ローソン横浜みすずが丘","-129","d払い","食費","食料品","","0","g_Bv2XfoT0W3t-u9WGMzYx5Dj84whRiRAhQTBpu54ao"
"1","2025/10/21","ローソン横浜みすずが丘(ポイント利用分)","12","d払い","収入","ポイント","","0","PdYLfkYY0fWAtKwslsP8KjcF2xNcQIFicDtajhZRLXo"
"1","2025/10/21","NYTIMES DISC*","-314","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","Lu1cLIg31IZpPci4rQheccgspH4KTgAFf0aTJzTVBqM"
"1","2025/10/20","ファミリーマート川崎東百合丘","-862","d払い","食費","食料品","","0","FNvpBBCYL5qASdrVBCKgqltH8cBNYgBhJIknmiFOSIM"
"1","2025/10/20","ファミリーマート川崎東百合丘(ポイント利用分)","25","d払い","収入","ポイント","","0","yflqxKdF9zklah4nRkLgSVj94lbFfPgtep5_FRs59hI"
"1","2025/10/20","タイムズパーキング","-2800","d払い","自動車","駐車場","","0","IOlhVEY9qGlh4SdDyCP6CFqrZLw7P3iq_mKf2zZj6wA"
"1","2025/10/20","タイムズパーキング(ポイント利用分)","4","d払い","収入","ポイント","","0","JtcDIGQNW5krLot0eEptGjGHwPF0h7eVn3d5hlnPS44"
"1","2025/10/19","百合ヶ丘店","-859","d払い","食費","外食","","0","9iYCV61MJrzr2AfS3BeiAZG4geKds5pVin-s4rcV9Ok"
"1","2025/10/19","百合ヶ丘店(ポイント利用分)","3","d払い","収入","ポイント","","0","Q_7acAMorDaEighYsolbkXoAEy5FaVfu7KQkfmxmS4A"
"1","2025/10/19","ローソンお茶の水サンクレール","-249","d払い","食費","食料品","","0","PmTNrYB0Aqda7mKt7BWJBX6wMwOqXEHTr2Ar0uJqQfY"
"1","2025/10/19","ローソンお茶の水サンクレール(ポイント利用分)","4","d払い","未分類","未分類","","0","i-RST5cGHCZBMccdREdxyo3P2dp1Y2BVj25GnEvi_jc"
"1","2025/10/19","お茶の水サンクレール店","-836","d払い","食費","カフェ","","0","_WN_FuYia08h8sxKSdfY2kY2cohdvohU-JU4JU--mSE"
"1","2025/10/19","セブン‐イレブン小田急百合ヶ丘店","-149","d払い","食費","食料品","","0","h7oDH2htO0ZRFFW-M_K043i3BzWSWcgmcS-0Xxr-b58"
"1","2025/10/19","セブン‐イレブン小田急百合ヶ丘店(ポイント利用分)","3","d払い","収入","ポイント","","0","ZovYNPCcTvyL0ebppCqiWFoTBizEPcdpHAoCQzEbTho"
"1","2025/10/19","MEDIUM MONTHLY","-779","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","brAIquzIJUJOTk3VPPsd58-MDWSOcp_BMsjWzZXfdOg"
"1","2025/10/18","APPLE COM BILL","-200","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","2I-3pW8eGT2zcpUBQDgyFAzZ5d3TsWHuMXA6UwkCl0g"
"1","2025/10/17","セブン‐イレブン墨田タワービュー","-705","d払い","食費","食料品","","0","3U7YzEWilo73qSdX2AbW8Y6s3gj1vqHJRwSo0EO70aQ"
"1","2025/10/17","セブン‐イレブン墨田タワービュー(ポイント利用分)","1","d払い","未分類","未分類","","0","RIxw-W6zAIfAf-9gERJlmkKEkX_fX7dPB6B5faQqYhU"
"1","2025/10/17","セブン‐イレブン小田急百合ヶ丘店","-476","d払い","食費","食料品","","0","LsLUPHCpN-8UF4QO67voqISFTiwAoninL1-_hn3_lxU"
"1","2025/10/17","セブン‐イレブン小田急百合ヶ丘店(ポイント利用分)","258","d払い","収入","ポイント","","0","Vt4xhIzmSeBs0qjH796sZRRgjZ4IXJCG19eYIspf2cw"
"1","2025/10/16","ホームズ町田三輪店","-1117","d払い","日用品","その他日用品","","0","IcuKYgUARxfc1hFEZk6x3b2guQisd0yhUr4KjZMygFQ"
"1","2025/10/16","ファミリーマート青葉大場町","-194","d払い","食費","食料品","","0","aSLa-3dZu_aSNAFjhn6jxUR_LzbTGLiDLyv7ICeGZi4"
"1","2025/10/16","ファミリーマート青葉大場町(ポイント利用分)","3","d払い","収入","ポイント","","0","WDZ05S8bvJlMvxvqN5n7D8KxTTwxxJafuIXerc9xUVo"
"1","2025/10/16","ローソン横浜みすずが丘","-312","d払い","食費","食料品","","0","zZy5zjw4vnQlBLUL7fvlVa3oIG3sB-y0s3gQP1fCWko"
"1","2025/10/16","ローソン横浜みすずが丘(ポイント利用分)","28","d払い","収入","ポイント","","0","XW5c8-R3yw_mydd1g5Fk8rcHTLDp8iTZEx-MCiP2yJ4"
"1","2025/10/16","チャンプカメラ","-5881","d払い","趣味・娯楽","その他趣味・娯楽","","0","O54EjX412_SdD94yQ237hkABgc-mi-LBIgWkeA_dxlo"
"1","2025/10/16","チャンプカメラ(ポイント利用分)","226","d払い","収入","ポイント","","0","s_xKBLxqad-zMErbv8fQvYQMydcE8x9NR-T_8g8-78Y"
"1","2025/10/16","PAYPAL *GOOGLE GOOGL","-2900","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","VM0k6_IzZfZ18OR_SdzBes-GUjFMMoj7_lkHV8DuWdA"
"1","2025/10/16","ヤフー パスマーケット","-4620","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","e-0-egrXSnCpIUMvMMfrJyUgRlzasgRe49JSY9BrBP4"
"1","2025/10/14","OPENAI *CHATGPT SUBSCR","-3459","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","0kd879w_HDQ8o8bqm5vYV5nI-vwmavKdP80lEmncJ34"
"1","2025/10/14","PAYPAL *VIBEZONECOL","-3980","みずほマイレージクラブカード（UC）","その他","雑費","","0","Th3m-J7LhD4bTQbH2tOtgbAZKnCwlIjD8kI4D5jmTyA"
"1","2025/10/13","ファニコン料金","-6000","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","PJ6Fvyi0EjCSQXQTxf5lQ-fJ6QFUt2c861UpPxqjgmc"
"1","2025/10/12","タリーズコーヒー渋谷ソラスタ","-585","d払い","食費","カフェ","","0","CnWn-afcBYMJ0EtGtZhk0xTWwh8w97_jYhDmA1Ryg_4"
"1","2025/10/12","タリーズコーヒー渋谷ソラスタ(ポイント利用分)","4","d払い","未分類","未分類","","0","32tpOIrLFl3MPx3uQSv2IqpiJv-8Ln4KDB6oIFyFnNA"
"1","2025/10/12","ファミリーマート西永福駅前","-851","d払い","食費","食料品","","0","cOlmV1cYgIkrsebemrTISmadLbmrMMmsH25bXircT7s"
"1","2025/10/12","ファミリーマート西永福駅前(ポイント利用分)","5","d払い","収入","ポイント","","0","spC6uQgfFlGRaQ1MJRmOK8Rz035UhSp52i-VppefX4w"
"1","2025/10/12","Amazon Downloads","-980","三井住友カード (Vpass ID)","教養・教育","書籍","","0","yHMaz1scDmUm4SZ9jq4TJW2D1ACi9yHPyaSJLze5PTw"
"1","2025/10/11","タイムズパーキング","-1040","d払い","自動車","駐車場","","0","BLSk3EVc03vhEOHnwX-TPzfbcdSDtbZFP9VPQb0VzXc"
"1","2025/10/11","タイムズパーキング(ポイント利用分)","5","d払い","収入","ポイント","","0","QVBXhUWagDoHV6vhp73T161c4Ilv7nPFC_w3U4-9VOk"
"1","2025/10/11","ローソン横浜みすずが丘","-246","d払い","食費","食料品","","0","F46dgCVJs3ICh-NOu23Cl6yGq1JJJg3rVddT1tP-xOY"
"1","2025/10/11","ローソン横浜みすずが丘(ポイント利用分)","25","d払い","収入","ポイント","","0","FmoQ__HweAHqABtAptwHxpquGLXKgIjXo740DwE7IZ8"
"1","2025/10/11","チャンプカメラ","-5874","d払い","趣味・娯楽","その他趣味・娯楽","","0","j48j4I1NAE4WvwBohK88a9TOB0wsuOzgpYO0IJrht7Y"
"1","2025/10/11","チャンプカメラ(ポイント利用分)","702","d払い","収入","ポイント","","0","X8sQoYcx3ytVB4T55DQcEWIwtBE92gaDthyFqV6qSrY"
"1","2025/10/11","ノート","-1000","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","mlsyuaW_fsbZrhKOU5phpplO-bBmlyArTHVX6JbB8Vw"
"1","2025/10/10","セブン‐イレブン二子玉川駅西店","-91","d払い","食費","食料品","","0","C2ce1LaEmC7VwZesUJev2Y-Vq20NPwhoRSa-xqKuAiU"
"1","2025/10/10","チケツトダイブ","-10630","みずほマイレージクラブカード（UC）","趣味・娯楽","映画・音楽・ゲーム","","0","CFafUh7zBcU3oWrW8BkX1sWEBJWrEnyTS7p5ATS7xG8"
"1","2025/10/10","イベントマネージャー","-3850","みずほマイレージクラブカード（UC）","趣味・娯楽","旅行","","0","SkS5MxbXRKBpVKWNYHt9fjg2ufbvuK28KyqHaFsvkaU"
"1","2025/10/10","ライヴポケット","-6300","みずほマイレージクラブカード（UC）","趣味・娯楽","映画・音楽・ゲーム","","0","aF8QYdUwKxOpYoI-RYNNmltidf-rHD2DOU0Wshz59M4"
"1","2025/10/10","電話 Dカ-ド","-90652","MUFJ","通信費","携帯電話","","0","eu6FRZejFxRMkacq9sQglClI7g7Dmm-Jk0K1owCdw18"
"1","2025/10/09","ファミリーマート川崎東百合丘","-810","d払い","食費","食料品","","0","XvxXEaYpCFp7HT8Okts56aazUIWl7CUld-3hsq2X_Dg"
"1","2025/10/08","セブン‐イレブン横浜美しが丘西3","-91","d払い","食費","食料品","","0","tg2K06d7YNwphJyH6nhdFc_8JUD_xfJh7C4kestDq4U"
"1","2025/10/08","セブン‐イレブン横浜美しが丘西3(ポイント利用分)","41","d払い","収入","ポイント","","0","SE_W5Pu75BOwHs7r_D5x5E1YcZ_XRT2BLyJgAhIN1U8"
"1","2025/10/08","モバイルPASMOチャージ","-2000","みずほマイレージクラブカード（UC）","現金・カード","電子マネー","","0","dAIOjiPqtiua8NbCUpufscuPMyMCB5zLcEH4TrN1hpw"
"1","2025/10/07","ビルボードライブ(HHcrossPAY)","-9900","みずほマイレージクラブカード（UC）","趣味・娯楽","映画・音楽・ゲーム","","0","NDOoLuLpOtRaCMjH2K2p39fbCAnTMQeirbWCuAHORw8"
"1","2025/10/07","Amazon Downloads","-1650","三井住友カード (Vpass ID)","教養・教育","書籍","","0","05a3Wzm4SXwwtqHeOtEvu0cLc-fozeOXxxJYWGvJbN0"
"1","2025/10/07","Amazon Downloads","-1554","三井住友カード (Vpass ID)","教養・教育","書籍","","0","tbZdJ5aN3Z7Wb3alj5ac4DRw3WSg1BFzCc_k2UDrCqQ"
"1","2025/10/07","Amazon Downloads","-1272","三井住友カード (Vpass ID)","教養・教育","書籍","","0","y2M3-S1YlO_Ph1vn63p5tzkB27UuPpiCTqcqCV25fv0"
"1","2025/10/06","ファミリーマート川崎東百合丘","-268","d払い","食費","食料品","","0","rhsQpqu0uiGvLgqU2-kvzsZqwlxTC7FlIm83nACkGP4"
"1","2025/10/06","ファミリーマート川崎東百合丘(ポイント利用分)","7","d払い","収入","ポイント","","0","v67PZ46f2rP4tnvf5vwIr_Sp1ZM1OpLMXZXtBXpLLt8"
"1","2025/10/06","TopCoat Online Shop","-4180","みずほマイレージクラブカード（UC）","未分類","未分類","","0","lKPZDpreFQK2MGEOsS0RKjA3vyK27Sza8NUGKP0Bqsw"
"1","2025/10/06","Amazon Downloads","-330","三井住友カード (Vpass ID)","教養・教育","書籍","","0","2CCV6b1CvDRDdf19nyuatjujzyNGmkUF3Bs8UL6dMZg"
"1","2025/10/06","Amazon Downloads","-660","三井住友カード (Vpass ID)","教養・教育","書籍","","0","QR_CL7lmhJjBziCxDc_iu_usadVYnPVnqyjZ2l5qNcI"
"1","2025/10/06","Amazon Downloads","-1100","三井住友カード (Vpass ID)","教養・教育","書籍","","0","4b9e8-0a6M7EvpIHgtwngKZukzqaOu9i5N3VMxeHozk"
"1","2025/10/06","Amazon Downloads","-1100","三井住友カード (Vpass ID)","教養・教育","書籍","","0","nCiIHg0sy1ctJO9TZvLNMu2nGQ6rfMsdwmXRZtaVPpY"
"0","2025/10/06","口座振替3 UC","-74101","MUFJ","現金・カード","カード引き落とし","","1","Q-7dhANoW_n_G9mFleU41iVcZSJx_h-gZK8XEhMRPGo"
"1","2025/10/06","手数料","-198","MUFJ","その他","雑費","","0","Mxf3Z5o1_lbVDiCzJuH6-Sy65nKrV6hE71bQxhcQujQ"
"1","2025/10/06","カードC1","210000","MUFJ","収入","その他入金","","0","tuArZM4GsJr-n_xlMISXINbpUUtCfbBPusQel7ILIzI"
"1","2025/10/04","イベントマネージャー","-10890","みずほマイレージクラブカード（UC）","趣味・娯楽","旅行","","0","4KH-IvPLWXWWLQB_mZgK6Fa7Hx1q-_lOfuYLHNQAPTw"
"1","2025/10/03","セブン‐イレブン中野桃園店","-332","d払い","食費","食料品","","0","yTFiGUgM_lL3-V24U_T3abghxFyojRrRJMhZYUzEvhE"
"1","2025/10/03","MUTO coffee roa","-1300","d払い","未分類","未分類","","0","Wg7Se3BGaqbLxCdor-CyG5j4gMCZoK1ki6h9D5IqAp0"
"1","2025/10/03","MUTO coffee roa(ポイント利用分)","2","d払い","未分類","未分類","","0","PI03-OPLi-TyZc3xOPigNEF-jlJ2Yxh9qQFh_GRNksU"
"1","2025/10/03","セブン‐イレブン中野桃園店","-440","d払い","食費","食料品","","0","SYqnbA_UuFiUH0obwPUX1K-zJHcXZi297CnLkRJV0Q8"
"1","2025/10/03","ファミリーマート中野桃園","-150","d払い","食費","食料品","","0","HbCloUV3L4ReSjRWzAStPT93C3lQ5CHaoz94C4EI34M"
"1","2025/10/03","ファミリーマート中野桃園(ポイント利用分)","1","d払い","未分類","未分類","","0","2TLgavQnQkv5VdQ_6VtxpYUSF8Y-uH1FoZD-tsNCnqA"
"1","2025/10/03","百合ヶ丘店","-360","d払い","食費","外食","","0","bBBGVhsvkI3r_obxV1mMJivxEXCmx3eB_8-w1vliRdg"
"1","2025/10/03","ファミリーマート百合ヶ丘駅南口","-120","d払い","食費","食料品","","0","blo_rtDHlbs-gLg4K2YHoe6YDdaN_AfUM7qrZwMBTw4"
"1","2025/10/03","ファミリーマート百合ヶ丘駅南口(ポイント利用分)","2","d払い","収入","ポイント","","0","H8Fn5JmwbDwvpBIHTVOmVtGkGvm3KOtzyDqhYA2K7cc"
"1","2025/10/03","APPLE COM BILL","-1500","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","4oYCx9p5Ikx2qDmFWI0xOUeQMPkZtOtPJxDo3F8XpH4"
"1","2025/10/03","手数料","-198","MUFJ","その他","雑費","","0","npTJMuF7zCeImTjj0rL0OtgQ2hj9rT1EWIwtjmjcqYQ"
"1","2025/10/03","ゆうちょ リヨウキヨク01701","-10000","MUFJ","現金・カード","ATM引き出し","","0","rh2-K_q61GCUt9PIaBEl2c6GPJIlmFoR60u0vuTRZQI"
"1","2025/10/01","さくら薬局 百合ヶ丘駅前店","-1580","d払い","健康・医療","薬","","0","a_LpqTbBXTcolQl83PVbeOx_NvXUvutYsZ6_NPk0QaY"
"1","2025/10/01","改進タクシー株式会社","-10260","d払い","交通費","タクシー","","0","XmwWPPoH5mP0uujzQNk133UIMcVrHVpml3qsH3FA3c4"
"1","2025/10/01","改進タクシー株式会社(ポイント利用分)","3","d払い","未分類","未分類","","0","kKZ82ODrixH9aAcN7lfx8zmbnbM2eSl5Ux_Z59vzHl8"
"1","2025/10/01","TopCoat Land 500","-550","d払い","趣味・娯楽","その他趣味・娯楽","","0","9ICDI4jZhb_VzOircjbfu-6BO7tRdm6nspQtoYzcmV8"
"1","2025/10/01","Bitfan","-480","d払い","未分類","未分類","","0","8YXhByUmi5fPUu2zQI9u_4OknUG-Zm9pj92-9cd_ngc"
"1","2025/10/01","ユーネクストサービス利用料","-2189","みずほマイレージクラブカード（UC）","通信費","放送視聴料","","0","tgZEgHwTk5YculiBvIPA3Xeh9kip0z0pMZeeHaX8VeA"
"1","2025/10/01","JAF年会費","-6000","みずほマイレージクラブカード（UC）","自動車","その他自動車","","0","9P5nNXst5myFz-Tt7cklz7dGFjXNeDKQdvo41WtBy4E"
"1","2025/10/01","ジャストシステム ダイレクト販売","-660","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","FnYX9jkEACPssJKhr23-eLj3Jp0iIPDxJh-sqtb2dg4"
"1","2025/10/01","ジャストシステム ダイレクト販売","-660","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","TGyUYFSVsyf8B1hlv7UC5QFHw3eJyf73kG1B3tDfGMo"
"1","2025/11/30","APPLE COM BILL","-1980","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","We-D2Cdg87PpPYiLhSZ6W_Jdoq8YktFHho5tUMjqoPk"
"1","2025/11/29","常盤珈琲焙煎所 大宮本店","-1393","d払い","食費","カフェ","","0","L1mLOU5SbdkVzqsE_icFmNzNLOCSqKIOPcyc4K5t56g"
"1","2025/11/29","常盤珈琲焙煎所 大宮本店(ポイント利用分)","7","d払い","収入","ポイント","","0","JPPu7nVBoi9c0JSnyf72tZmMFKN4Q9jAEd8GzimfBAY"
"1","2025/11/29","常盤珈琲焙煎所 大宮本店","-750","d払い","食費","カフェ","","0","zZCrc6MQgXOxSiSDSTLHITX0RBAz_Wif31aBBl62wVk"
"1","2025/11/29","常盤珈琲焙煎所 大宮本店(ポイント利用分)","750","d払い","収入","ポイント","","0","h0aBo6TdykWobbMLmypzu9o9HPy8xRgXClR9rJEyHmE"
"1","2025/11/29","常盤珈琲焙煎所 大宮本店","-400","d払い","食費","カフェ","","0","OyQTb-oIUANEPUQQPiAXbWwvG_34k_oBT9-cfLQQbSg"
"1","2025/11/29","常盤珈琲焙煎所 大宮本店(ポイント利用分)","400","d払い","収入","ポイント","","0","tJDfzIP0Q9L_tlQr9fmHY_B0VFgcN6YkvOPzMmOC3CU"
"1","2025/11/29","ブラックブラウン","-1030","d払い","未分類","未分類","","0","RJWg-LF6fyQdZ8IWb7qRapOeR-OxWt6uAEg8eFNhvdA"
"1","2025/11/29","ブラックブラウン(ポイント利用分)","1030","d払い","未分類","未分類","","0","zwBSDfsDau129omLDBGoGxmWn2aGhircLOgzmOyzAlI"
"1","2025/11/28","ローソン王禅寺東交差点前","-262","d払い","食費","食料品","","0","itsyPY9tBxirpvsc_AsWaDRQp_fL7v_SZZ7mSK1mg9I"
"1","2025/11/28","ローソン王禅寺東交差点前(ポイント利用分)","262","d払い","収入","ポイント","","0","oGLOy3TMbtWL0crjRgB65RnsTl8sBR64bmA5fsFZjr4"
"1","2025/11/28","セブン‐イレブン多摩明神橋通り店","-91","d払い","食費","食料品","","0","RXLG3rQl7tuLA7OBpSc0enHZIsvlJ-UL-tPSrGeuQZY"
"1","2025/11/28","セブン‐イレブン多摩明神橋通り店(ポイント利用分)","91","d払い","収入","ポイント","","0","cObTiPQtSPkeJ8qXT9wEpwYBzPcma4SYzLucMD7Qa3s"
"1","2025/11/28","APPLE COM BILL","-6490","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","bwgrF6p1PVOUTWQyd0ZVlVfRyhcuaq8UEZ_t_V1Lk2w"
"1","2025/11/27","APPLE COM BILL","-700","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","2dd2f-JuhzLQF85IluKyrQ02ysznQlkhhvuc8jmHWXo"
"1","2025/11/27","APPLE COM BILL","-1600","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","vM5xhTwP2WRpJo_N1hWLhVR2ynCvTj5UqvO54F3P1ew"
"1","2025/11/27","{” S ”:”MSF","-2061","みずほマイレージクラブカード（UC）","未分類","未分類","","0","19GSzZ1Igp9wadPbbSfsNcCZiI6h2_GbQa6CbXmBd-s"
"0","2025/11/26","口座振替3 ミツイスミトモカ-ド","-8646","MUFJ","現金・カード","カード引き落とし","","1","MXTkFlgXWVIWFSOmfO4--wy5doUckzbVlZQi9ZWINhs"
"1","2025/11/25","セブンーイレブン川崎百合ヶ丘駅前","-1060","d払い","食費","食料品","","0","Kj6T2eKhvHNMlPipOmK97N-nGuG1onjFEWFSJ2y5jsM"
"1","2025/11/25","セブンーイレブン川崎百合ヶ丘駅前(ポイント利用分)","1060","d払い","収入","ポイント","","0","sBsiOQH96uaUeTEnNFfpVPV_XY6tx3G3sLqKbUkgcUk"
"1","2025/11/25","セブン‐イレブン小田急豪徳寺店","-257","d払い","食費","食料品","","0","DoA7q8scx3LUEnMCLEOkKl05JgfuqvLJPup0l3Va5MY"
"1","2025/11/25","セブン‐イレブン小田急豪徳寺店(ポイント利用分)","257","d払い","未分類","未分類","","0","GTNGoLtFHoSGVQN31KIMzztQiC2cpYutgzjKiyxo860"
"1","2025/11/25","セブン‐イレブン世田谷キャロット","-149","d払い","食費","食料品","","0","mho73zwD7zZ4YsQI0zfUtEHEuWqHH0P5lIHPbtOgDQ4"
"1","2025/11/25","セブン‐イレブン世田谷キャロット(ポイント利用分)","149","d払い","未分類","未分類","","0","vO_sh8YtDK03TLhQXp5liBdkRmm_HZnuupuBg4RAsyA"
"1","2025/11/25","ADOBE SFTW JPY","-3610","みずほマイレージクラブカード（UC）","その他","事業経費","","0","QrnArgl-e91HykKyZnMA731qV0D8xDKREMKBXas6sSo"
"1","2025/11/25","週プレ グラジャパ!","-1500","みずほマイレージクラブカード（UC）","趣味・娯楽","本","","0","noj3PEXFDfSFPETfkNxDOOHXyN_Zj2mEa5XAfjexJWU"
"1","2025/11/23","セブン‐イレブン小田急百合ヶ丘店","-108","d払い","食費","食料品","","0","uGmsjco91pA-vXzdM2V_QXcoqIegt69aHK1D1ib-J9U"
"1","2025/11/23","セブン‐イレブン小田急百合ヶ丘店(ポイント利用分)","108","d払い","収入","ポイント","","0","8Xp_3mOFbky-Vyg5qwQJetnaCiKaM6z5PReGgXo70Y8"
"1","2025/11/22","手数料","-220","MUFJ","その他","雑費","","0","StFF7ZqUAn2c2rcxndW_bh16gFZ_3s3X9LITkPrQpE4"
"1","2025/11/22","MICS リヨウギンコウ0138","-30000","MUFJ","現金・カード","ATM引き出し","","0","JQTCGqK1BcjZhEe5QlYEY0XCCTjBtP5mctTTjRk1C7Y"
"1","2025/11/21","ビルボードライブ","-4600","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","9Fp1X3893U0YkqX63-OvEchqOTISsKy8oYvs78Fxny8"
"1","2025/11/21","PP*PP* FS ON1","-14384","みずほマイレージクラブカード（UC）","未分類","未分類","","0","f9I7pgnvGpKgJyHSFWcHS0QrHEwFcFXaU3Ur-JziZNM"
"1","2025/11/20","Amazon Downloads","-447","三井住友カード (Vpass ID)","教養・教育","書籍","","0","6K2LDf76BmS5bY6yv3aaqLaIz06IHg0vYgRtPNKifts"
"1","2025/11/19","MEDIUM MONTHLY","-809","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","KaVYDUUuYj_2qqQwsvbnha57ip_UuyItuBRuX0PM6O0"
"1","2025/11/18","Amazon Downloads","-2860","三井住友カード (Vpass ID)","教養・教育","書籍","","0","raNkNU4tZa8U4-3nZPMvHedCPYJQ1cNEk4sqGWU_BkY"
"1","2025/11/18","Amazon Downloads","-315","三井住友カード (Vpass ID)","教養・教育","書籍","","0","tzKIWtxIHrKjbcLeg7UzwV_kt8v3XuHBg4MF27ve2uE"
"1","2025/11/18","Amazon Downloads","-2260","三井住友カード (Vpass ID)","教養・教育","書籍","","0","u_Mx6ev1vAItJ4yZfjwDXbpldeas0ve2EVJOXzZ7P20"
"1","2025/11/18","NYTIMES*","-1289","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","JqapQ9G9g78Co044p4y3CziERSNFkdyURRXL20XJjpU"
"1","2025/11/18","APPLE COM BILL","-4400","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","MQ1toNwdaLClv2qO3A_tFzr3D9g77DHGJGbEu2fy0Xs"
"1","2025/11/16","ユーロスペース","-1100","d払い","趣味・娯楽","映画・音楽・ゲーム","","0","ZrP-35dqGsNqiXUNOnm7b897EBokTmGzkW2cXDkXnOU"
"1","2025/11/16","ユーロスペース(ポイント利用分)","3","d払い","未分類","未分類","","0","Bk8I9oSURJASt24FQBBjtKsaXTf5n_2RaQW0nGNw0OM"
"1","2025/11/16","デイリーヤマザキ神泉駅","-691","d払い","食費","食料品","","0","nVMKs9gFwIp0xRgubVXjOLbM_bTJt0h-0iuJRppyjPU"
"1","2025/11/16","セブン‐イレブン小田急百合ヶ丘店","-108","d払い","食費","食料品","","0","W_36dd8pL1k27sNtuph3FET1xLkzIxD3SsvSSU2udHY"
"1","2025/11/16","セブン‐イレブン小田急百合ヶ丘店(ポイント利用分)","4","d払い","収入","ポイント","","0","DQvCXcw8DRcp2AvviYXXV905qZUMyk03uH3-uBAASVo"
"1","2025/11/16","PAYPAL *GOOGLE GOOGL","-2900","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","LO9aEJRLAVGdmQV34Xh7GimqUocG7XucURYCKdhC_VM"
"1","2025/11/16","PAYPAL *UPWRKESCROW","-3223","みずほマイレージクラブカード（UC）","その他","雑費","","0","tw4kg8-U6CcZ4Nv9-cz2DhuBtsGF_E8DR-JqYEb4K5o"
"1","2025/11/15","GHF 新百合ヶ丘エルミロード店","-872","d払い","衣服・美容","衣服","","0","okHzDddrJdRh-v1QIZGqKI7-9ENnITgwI0ow3dqV1tc"
"1","2025/11/15","GHF 新百合ヶ丘エルミロード店(ポイント利用分)","20","d払い","未分類","未分類","","0","48wiIU-eWhBWmnQ6pwrocUnvDMZgIKVd8ikVobkskAQ"
"1","2025/11/15","サンマルクカフェ多摩丘の上プラザ店","-950","d払い","食費","カフェ","","0","jQTCYAt0AKJB4kaseUV256z1qAWzJu3G6La7r4VXFYQ"
"1","2025/11/15","サンマルクカフェ多摩丘の上プラザ店(ポイント利用分)","399","d払い","未分類","未分類","","0","1XQLeyw_Nbtmenh9Hwf-7MjNLw4i5eu9FLDt27VZRfc"
"1","2025/11/15","OdakyuOX MART新百合","-138","d払い","衣服・美容","衣服","","0","O5A_cHchXzsAHoWYmQ-pTeZXcgERqHE1M_2kaOTUK20"
"1","2025/11/15","OdakyuOX MART新百合(ポイント利用分)","138","d払い","未分類","未分類","","0","oiBC4jKPpARbtA-uap5C8RvnP71plDe7F4I2RTZZigI"
"1","2025/11/15","為替手数料 フリコミ テスウリヨウ","-220","MUFJ","その他","雑費","","0","lPOSlmgwe1aQB33jdZg4XcBpeT4K19xyV1wK9HqmrQo"
"1","2025/11/15","振込IB2 カ)クレデイセゾン","-40220","MUFJ","現金・カード","カード引き落とし","","0","_YPsfNlNr1xIZeJgLvqYdTDn3PijaAtvc03NLI-SIdI"
"1","2025/11/14","ファミリーマート川崎東百合丘","-138","d払い","食費","食料品","","0","zkWbQxggptQUQs7qVnbHfctE4wihRMiEA7997aa9vfM"
"1","2025/11/14","ユ-ロスペ-ス","-1000","みずほマイレージクラブカード（UC）","趣味・娯楽","映画・音楽・ゲーム","","0","1uf_kSGMqh4AtZD_9AIMpjf3El-QPQQ5iFHUyYlXnZE"
"1","2025/11/14","ヤフー パスマーケット","-6820","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","vr3BJEz_-4eLTTaQ2yxQg0CAHv1_IxqwAms_s_cmU9w"
"1","2025/11/14","OPENAI *CHATGPT SUBSCR","-3522","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","MADh9b2DwwgdBMKUnzCbmLzTAbb6TcViYAl-zKdx3KE"
"1","2025/11/14","PAYPAL *VIBEZONECOL","-1990","みずほマイレージクラブカード（UC）","その他","雑費","","0","5hWvo9mXos1AGmkk1HTtwd7YWWt_dsFvLUNJ8EwnGU0"
